store_id,lat,lon,state,geo_tier,N_ZIPCODES,TOTAL_POPULATION,avg_weekly_revenue,total_revenue,revenue_per_capita,population_density,area_sq_mi,quality_not_price_disagree,price_not_brands_disagree,compare_prices_disagree,buy_american_agree,mail_order_1_49,mail_order_50_99,mail_phone_1_49,mail_phone_500_plus,reads_sunday_newspaper,reads_classifieds,commute_1_2_hrs,work_from_home,public_transit
156,41.00328631,-80.67228623,OH,SUBRURAL,26,271208,7751.941623376624,15519387.13,28.58301238671656,1815.1,18.22,1709,1502,3084,11068,834,1134,927,947,884,1459,4783,856,222
157,39.81374506,-75.10958403,NJ,URBAN,33,473869,6271.1825,12567449.73,13.234000324984331,2579.5,14.23,1872,1609,2913,10309,572,1215,791,1022,971,1243,4656,599,692
158,41.15584853,-85.1668853,IN,SUBURBAN,30,413057,6110.507814371257,12245457.66,14.793376735828849,3342.3,6.51,1270,1100,2119,6469,516,857,573,560,570,884,3081,264,321
159,42.70479477,-83.412692,MI,SUBRURAL,13,254650,5838.895099800399,11701145.78,22.929099154920085,1924.9,12.38,1138,1005,2147,8064,466,888,544,668,498,960,3219,498,11
160,40.49042482,-86.09491512,IN,SUBRURAL,17,137259,5178.68376746507,10378082.27,37.729283817200105,272.8,138.78,2262,1849,3547,12189,966,1385,959,993,917,1743,5288,925,21
161,34.89288378,-82.35501367,SC,SUBRURAL,9,353097,6231.546158841159,12475555.41,17.648255745138474,2040.6,19.48,1874,1772,3118,11128,752,1390,982,1346,1051,1360,5509,1530,7
162,36.4903345,-86.33811925,TN,SUBRURAL,8,144584,4787.221228157763,9588804.12,33.11031115585239,530.6,120.82,3403,2854,4999,19078,1364,2154,1413,1913,1465,2345,8288,1792,62
163,34.14988354,-79.82211292,SC,SUBURBAN,13,156512,6044.66032,12089320.64,38.621066244121856,815.7,57.57,2558,2130,3956,13804,1011,1698,1020,1292,934,1716,6296,1094,64
164,33.570403,-86.93023609,AL,URBAN,11,76424,3676.7898249124564,7349902.86,48.110408051298755,831.5,22.03,1178,1014,1746,5466,532,706,476,519,509,842,2310,154,10
165,33.26931317,-84.75535725,GA,SUBRURAL,12,187169,5502.815404191617,11027642.07,29.400250063801256,303.6,203.43,3485,2564,4942,17982,1365,2383,1320,1619,1077,2226,7926,1583,83
166,33.96381786,-84.146578,GA,SUBRURAL,7,429746,5266.440389415876,10548680.1,12.254774656229204,3114.3,22.83,3820,3124,5265,16687,1285,2826,1472,2090,1406,1885,8777,2925,330
167,33.6358736,-85.1285446,GA,SUBRURAL,11,128772,5770.436417165669,11563954.58,44.81126655768078,354.2,108.77,2285,1596,3569,11520,888,1439,817,939,772,1507,5974,745,98
168,36.506673,-87.51510086,TN,SUBURBAN,14,247116,6588.691896207585,13203738.56,26.662344389710036,1503.2,58.71,3934,3240,6387,20024,1665,2727,1723,2244,1421,2273,10958,1270,312
169,32.68027829,-85.42658224,AL,SUBURBAN,20,199222,4661.060274725275,9331442.67,23.396313031318204,361.5,69.48,1489,1199,2079,6966,589,960,555,621,525,902,3018,336,4
170,38.72321518,-82.978422,OH,SUBURBAN,18,93314,4383.810884557721,8772005.58,46.97913372653322,461.5,58.59,1768,1326,2776,8425,729,1064,743,620,727,1298,3819,168,14
171,36.99779853,-86.46049218,KY,SUBURBAN,18,200903,5866.048383233533,11755560.96,29.19841109009588,619.9,62.5,1793,1601,2912,10791,779,1216,795,1139,725,1313,5425,611,1
172,33.5580851,-84.251132,GA,SUBRURAL,10,401153,6307.54001996008,12640310.2,15.723526983370633,977.0,71.37,3423,2709,5303,20456,1444,2549,1544,1884,1215,2091,9346,1892,197
173,42.69971322,-82.95549996,MI,URBAN,23,500914,6476.992432567432,12966938.85,12.930348188646018,2219.5,13.06,1507,1155,2209,8777,469,933,670,902,812,1066,3434,685,3
174,33.56327139,-81.65975511,SC,SUBRURAL,22,153979,5357.179423847696,10692930.13,34.79162368795547,292.1,97.32,1912,1524,2649,8347,815,1145,769,771,789,1046,3594,437,22
175,32.85815467,-83.7676592,GA,SUBRURAL,15,217450,4011.277812187812,8030578.18,18.44689727380001,2158.7,14.51,2239,1806,2874,7781,704,1140,629,810,860,1300,3556,356,205
176,39.70479638,-86.09549588,IN,SUBRURAL,8,251332,5759.504136726547,11542046.29,22.915920522363038,3049.9,14.63,2076,1787,3377,12208,872,1419,930,1278,874,1438,6068,917,52
177,33.79726033,-84.54290733,GA,URBAN,9,312456,5303.142834331337,10627498.24,16.972446790368362,2048.9,20.47,1903,1630,2964,9914,734,1303,783,1181,761,1121,4873,2330,197
178,37.0569801,-82.572017,VA,RURAL,21,72313,4825.545444111776,9670393.07,66.7313684138644,121.5,77.49,471,369,867,4091,265,335,277,192,135,263,1093,163,10
179,34.91497,-81.160485,SC,SUBRURAL,10,171006,7320.12428285857,14647568.69,42.80624237078565,1105.6,55.26,2969,2309,4608,17666,1185,2093,1351,1707,1154,1884,8379,1605,61
180,36.61707967,-82.11664417,VA,SUBRURAL,6,106132,5931.897939121757,11887523.47,55.89170032715634,1587.5,10.17,893,777,1641,5340,411,622,452,351,429,805,2426,348,31
181,33.5089113,-84.4818109,GA,SUBRURAL,10,347745,5908.750944055944,11829319.39,16.991620135604954,610.6,52.7,1557,1357,2475,10415,556,1071,707,845,748,1296,4280,1208,253
182,33.96611988,-86.00163813,AL,SUBRURAL,9,90003,5607.441553446553,11226097.99,62.30282938842653,242.0,71.57,1093,874,1664,5878,455,603,452,421,427,864,2356,122,18
183,32.54777369,-84.75238869,GA,SUBURBAN,13,151683,5903.9608732534925,11831537.59,38.92302283877226,664.4,92.85,3227,2945,5498,16843,1695,2199,1526,1477,1451,2392,7943,1209,161
184,40.46824433,-86.92656226,IN,SUBURBAN,27,248019,4791.99501497006,9603158.01,19.32108030017886,352.2,120.18,2076,1805,3399,12337,887,1621,989,1159,884,1505,5583,743,442
185,34.77564477,-86.74013295,AL,SUBRURAL,25,406629,5499.121009495253,11003741.14,13.523681315142927,1949.1,25.8,2004,1768,3007,12844,722,1509,953,1623,834,1334,6308,2137,0
186,31.27515033,-82.21250425,GA,SUBURBAN,13,74969,5796.577205218264,11552578.37,77.31965486025243,1173.0,11.96,864,734,1317,4278,375,491,359,317,356,672,1887,129,2
187,43.3897914,-76.4977684,NY,SUBURBAN,7,47849,3996.5235596605094,8005036.69,83.52365900354258,349.7,99.36,2071,1680,3339,11406,922,1337,902,869,804,1568,5400,698,252
188,34.01411062,-81.23102777,SC,SUBRURAL,13,377727,5396.603605817452,10760827.59,14.2870475391419,2254.5,16.18,1912,1735,3251,9325,662,1666,885,994,797,1312,4683,926,174
189,38.35100281,-85.45390742,KY,SUBRURAL,26,358701,5634.898671992011,11286702.04,15.70918026989613,3176.6,3.38,529,464,848,3197,196,359,225,267,234,373,1500,375,25
190,39.39329333,-83.78675292,OH,SUBRURAL,15,83445,4256.541993006993,8521597.07,51.01015031466227,128.4,171.86,1126,977,1980,7247,547,798,562,550,493,981,3113,245,54
191,33.86219943,-84.01875843,GA,SUBRURAL,7,342086,6658.437089999999,13316874.18,19.464219786837226,2210.4,17.87,1943,1615,3165,10963,773,1405,739,1224,852,1154,4655,1516,73
192,33.48309733,-86.86851658,AL,URBAN,12,175220,4573.833926073926,9156815.52,26.10337818784343,2982.0,9.26,1180,1139,2010,6255,468,956,629,819,735,756,3808,932,50
193,37.6633254,-87.0615618,KY,SUBRURAL,10,113623,5710.411377245509,11443664.4,50.25753040533615,251.9,179.2,2430,2005,4042,14059,1062,1559,1114,1106,1091,1963,6104,550,182
194,32.55836638,-83.64056863,GA,SUBRURAL,10,167027,5840.772400199601,11704907.89,34.96903135540722,1435.1,20.46,1772,1405,2776,8700,739,1183,662,770,617,1069,3792,230,48
195,35.303098,-86.16028223,TN,SUBURBAN,13,102422,5971.855688622755,11967598.8,58.30637644864146,231.0,113.6,1491,1130,2337,8794,681,931,684,758,611,1190,3575,421,0
196,31.76700118,-81.63563118,GA,SUBURBAN,14,113375,6426.939984992496,12847453.03,56.68745300985663,661.0,62.69,1965,1475,2859,9496,814,1249,872,1017,597,974,5779,519,123
197,35.11185773,-76.98413807,NC,SUBURBAN,16,114459,7289.659437185929,14506422.28,63.68795321631264,270.3,146.58,1977,1627,3186,12949,792,1328,955,1214,942,1563,5065,813,50
198,32.50913491,-86.45707091,AL,SUBRURAL,11,158805,5619.719370943585,11256297.9,35.38754680862432,1004.9,23.08,962,881,1635,6404,390,701,486,696,429,727,2976,415,93
199,36.54647218,-82.60152882,TN,SUBRURAL,12,126471,5355.816465302048,10727700.38,42.348178359482,833.3,33.92,1459,1225,2470,9823,688,1009,746,724,683,1326,4013,581,0
200,34.70593423,-85.91381677,AL,SUBRURAL,26,92619,5913.129710144928,11832172.55,63.84359267693377,75.6,146.42,739,610,1121,4087,297,401,330,221,260,568,1488,72,0
201,38.176849,-85.70119327,KY,SUBRURAL,11,289150,5176.062225,10352124.45,17.90095875842988,2845.9,14.14,2224,1896,3710,12289,1019,1486,1007,1006,956,1627,5361,679,279
202,34.28472007,-83.7812346,GA,SUBRURAL,15,265478,5563.601138861139,11138329.48,20.956919740472426,1249.8,21.74,1972,1115,2386,6321,677,1221,617,564,550,718,3252,595,20
203,38.04742067,-83.75773,KY,RURAL,12,60848,6032.095573852295,12088319.53,99.13383470043873,155.6,145.44,1211,937,1969,7428,569,760,563,487,454,1004,3108,193,0
204,34.00803127,-83.294842,GA,SUBRURAL,25,266829,4722.935634085213,9422256.59,17.70023361060909,1195.5,36.88,3151,1836,3405,11400,924,1385,1004,1106,1124,1524,9928,1487,953
205,39.98800523,-76.1189989,PA,URBAN,33,309189,4813.892067932068,9637411.92,15.569415690506673,2071.6,25.79,3078,2705,4472,13946,1062,1955,1038,1814,1365,1701,7630,1158,612
206,40.16784667,-74.71667211,NJ,URBAN,9,150039,5817.197493759361,11651846.58,38.77123610367545,3737.6,9.15,1690,1760,2774,9886,614,1244,632,1019,934,1216,4512,424,600
207,44.82262137,-74.77656495,NY,RURAL,22,49602,4552.417094358462,9118491.44,91.7789019466647,133.0,118.39,913,706,1532,5181,441,573,475,416,394,800,2118,192,21
208,42.49411286,-82.93634579,MI,URBAN,15,373381,8850.170523952096,17735741.73,23.702787565387894,4778.1,9.95,2830,2433,4549,15217,1297,1735,1353,1064,1325,2321,6573,569,266
209,35.52845815,-87.10641308,TN,SUBURBAN,14,130547,7338.201691616766,14705756.19,56.21118594542016,217.3,302.88,3467,2918,5644,20688,1591,2494,1614,1698,1375,2546,8733,2762,12
211,33.94642375,-84.50884217,GA,URBAN,12,550455,4796.349255744256,9602291.21,8.713426630231819,3323.1,14.86,2298,2177,3626,11668,764,1973,1184,1539,1219,1500,6354,3009,224
212,28.5605422,-81.4986994,FL,URBAN,10,486036,5257.2283449999995,10514456.69,10.816541048399706,4040.6,12.15,2987,2386,4369,11665,1294,2002,937,1329,1126,1434,5534,1991,1353
213,36.09820367,-86.660076,TN,SUBRURAL,6,305870,6324.404145854146,12661457.1,20.676771654147664,1915.7,17.37,2110,1542,2806,7849,693,1411,694,880,722,925,4256,1017,600
214,35.3488253,-78.625305,NC,SUBRURAL,12,126428,6150.130359281437,12324861.24,48.64531875281929,148.4,160.18,1523,1109,2199,7748,724,1004,695,531,519,968,2988,331,17
215,34.32193345,-84.48571718,GA,SUBRURAL,11,288630,6749.79255872064,13506334.91,23.385623666010602,638.2,98.88,2850,2259,4201,15717,997,1903,1143,1710,1018,1603,7497,4091,155
216,33.54359075,-83.48594433,GA,SUBRURAL,14,69116,3733.0956393606393,7473657.47,54.012032515779836,56.5,242.66,822,567,1169,4777,302,583,367,304,182,590,1661,261,7
217,32.516503,-82.90132641,GA,RURAL,18,74777,5940.906251874063,11887753.41,79.44830966572694,123.2,238.13,1810,1328,2606,8880,700,1214,730,693,593,1192,3506,148,8
218,35.64700315,-88.7291474,TN,SUBURBAN,20,177022,5774.073986013986,11559696.12,32.6178327327337,435.6,120.62,2446,1988,3883,15123,1050,1629,1078,1453,938,1696,7197,1126,16
219,41.79520833,-72.52560689,CT,SUBRURAL,10,216091,4944.469198396793,9869160.52,22.881421245664065,2065.1,16.86,1856,1790,2704,9698,614,1262,624,1075,985,1277,4441,893,300
220,34.26431093,-85.30165533,GA,RURAL,16,168511,5821.55750998004,11666401.25,34.54704743298681,238.1,177.47,2438,1862,3523,11974,1146,1608,996,1016,848,1335,5529,459,81
221,30.33941056,-81.56612178,FL,SUBRURAL,9,329175,9023.566853146853,18065180.84,27.412673663391363,1803.1,30.95,2618,2289,4335,15336,966,1938,1116,1740,1233,1640,6864,1712,57
222,32.38308658,-88.70287017,MS,RURAL,25,110716,4292.0393856143855,8592662.85,38.76620710298769,83.5,273.55,1645,1134,2176,6780,574,1059,555,546,472,926,2778,338,0
223,37.82069942,-79.44125042,VA,RURAL,12,45210,4393.14887112887,8795084.04,97.17206085222008,88.5,197.1,927,819,1564,5970,383,621,449,614,506,775,2561,561,15
224,41.72706584,-84.94374658,IN,RURAL,20,96524,5042.027974051896,10104224.06,52.23600321217413,147.7,128.62,936,858,1609,6535,531,741,543,465,374,834,2725,335,0
225,30.6674261,-86.418193,FL,SUBURBAN,11,160981,5718.7031618381625,11448843.73,35.52408769878534,641.4,55.21,1521,1413,2537,11106,567,991,721,1082,927,1270,4455,1216,51
226,42.40481114,-79.29381893,NY,SUBRURAL,14,56876,4897.575806290564,9809844.34,86.10970895088552,626.8,23.67,973,753,1511,4763,418,545,377,390,383,741,2029,260,24
227,34.268177,-86.14546527,AL,SUBRURAL,12,104344,6225.658037943086,12469993.05,59.66474390423107,523.2,42.61,1456,914,2029,6457,681,913,615,471,428,874,2776,251,25
228,42.2864197,-85.1647206,MI,SUBRURAL,11,107837,5221.122303848077,10447465.73,48.41679853712619,931.3,29.47,1438,1264,2250,8196,548,932,633,718,697,1133,3538,569,224
229,39.72055521,-82.50915593,OH,SUBRURAL,14,119748,5592.150329341317,11206669.26,46.69932131928147,377.6,164.67,3372,2687,5608,20203,1500,2190,1611,1517,1458,2764,8557,1264,57
230,40.46628843,-81.40767143,OH,SUBRURAL,15,79316,4927.470983524713,9869724.38,62.12455221550145,313.6,59.73,1034,761,1717,6492,483,715,535,465,445,872,2510,488,0
231,28.65123462,-81.29993377,FL,SUBRURAL,13,455358,7297.022863568216,14601342.75,16.024804359576898,3479.2,10.69,2250,1836,3400,10817,856,1567,821,1158,919,1273,4716,1395,368
232,28.79146253,-81.94686306,FL,SUBRURAL,17,284779,6039.202108433735,12030090.6,21.20662727389918,784.1,59.5,2386,2408,4747,16941,1380,1902,1246,1637,945,2521,4992,410,174
233,29.16157879,-82.13764847,FL,SUBURBAN,19,332472,9130.98763236763,18280237.24,27.463929691425538,849.8,21.04,1136,871,1738,5513,460,628,471,434,426,664,2671,569,0
234,38.04155892,-87.64564623,IN,SUBRURAL,13,180412,5194.228097853221,10404038.88,28.790923540857708,1795.0,16.96,1594,1349,2560,9687,713,1075,772,796,719,1282,4071,427,85
235,37.871439,-84.616932,KY,SUBRURAL,3,53301,3836.395826260609,7684300.84,71.97605722708033,323.4,136.75,2096,1902,3292,12318,852,1398,870,1172,920,1508,5523,1214,18
236,30.970989,-88.15887694,AL,SUBRURAL,18,141938,6136.587555,12273175.11,43.23428225704181,511.1,39.43,1209,789,1727,6527,547,894,490,504,344,695,2434,498,4
237,37.00488488,-80.78940963,VA,SUBRURAL,9,36031,4637.533777445109,9293617.69,128.7095494836421,161.7,87.04,818,654,1405,5027,419,490,440,312,334,755,2018,171,44
238,28.282161,-82.25486755,FL,SUBRURAL,12,214791,7205.456057114228,14382090.29,33.54635928467314,2062.6,10.85,1359,1283,2030,8371,755,913,740,839,441,1162,2595,339,49
239,34.2163565,-84.82130788,GA,SUBRURAL,8,109772,4897.252629740518,9814094.27,44.61294892814669,470.7,92.48,2532,1796,3700,13317,1217,1842,1140,1074,809,1492,5603,1272,75
240,33.69220833,-85.8443765,AL,SUBRURAL,12,124201,5411.191773226773,10833205.93,43.56802097589209,183.9,91.19,1285,962,1771,5083,449,638,411,393,438,940,1931,131,135
241,35.90454006,-83.49261278,TN,SUBRURAL,18,239458,6114.521392215568,12253500.87,25.53483864483779,297.3,79.72,1211,1124,2038,7981,713,920,656,606,426,936,3590,406,47
242,31.20798008,-85.36827342,AL,SUBURBAN,25,202686,6594.245522761381,13181896.8,32.534292071289485,446.6,86.64,2280,1671,3426,12233,1058,1623,1036,1001,773,1464,5203,483,6
243,30.63270536,-87.24726927,FL,SUBURBAN,12,258740,7871.560859140859,15758864.84,30.42266699830277,2064.9,19.95,2300,1899,3914,12376,951,1480,1009,961,967,1689,6365,2105,81
244,40.3289589,-79.8458713,PA,URBAN,10,70415,4791.97247005988,9603112.83,68.05329077696342,3033.3,6.32,1483,1205,2037,5385,511,794,491,479,629,966,2498,279,945
245,28.26375767,-81.41779511,FL,SUBRURAL,9,413670,6394.908581453634,12757842.62,15.458961446209862,3555.9,16.78,3543,3718,4703,13825,1570,2892,1295,1808,1557,2049,7179,535,700
246,41.97933563,-71.52838405,RI,SUBRURAL,20,229397,5602.783626813407,11199964.47,24.423962069309567,5423.4,8.0,2615,2372,3656,11235,818,1744,829,1377,1304,1445,6110,390,206
247,36.29916095,-85.48334757,TN,SUBURBAN,21,155267,6402.332115768463,12830273.56,41.234339014526356,487.9,85.05,2381,1758,3779,13020,1064,1397,1007,1044,834,1719,7046,625,1
248,36.329715,-86.74646685,TN,SUBRURAL,13,328042,4681.078271728271,9371518.7,14.269752872279376,1844.9,21.6,2489,2021,3492,10570,917,1607,835,1117,974,1396,5490,1031,578
249,28.87399763,-82.48322463,FL,SUBURBAN,16,169484,7375.701387775552,14721899.97,43.51857041240206,606.4,30.78,908,978,1909,7758,577,818,561,881,401,1079,1567,259,0
250,38.37226724,-81.6914094,WV,SUBURBAN,26,153422,7157.563983008496,14322285.53,46.65278762503745,1253.8,7.6,559,449,1001,3089,230,401,281,247,269,416,1394,95,86
251,27.50430167,-81.58459783,FL,SUBRURAL,12,134280,4763.79932899349,9513307.26,35.47661102914425,124.1,197.08,1519,1327,2198,8843,736,932,724,836,510,1183,3070,195,17
252,36.53225478,-77.67138394,NC,SUBURBAN,18,68994,4686.412708333334,9222860.21,67.92493127421709,357.9,69.29,1508,1134,2450,7871,607,927,626,554,544,1201,3017,263,0
253,28.34362608,-82.64208308,FL,SUBRURAL,13,353217,8475.100856284427,16924776.41,23.994034421572085,1068.4,32.67,2273,2092,3123,13420,1038,1457,1138,1377,666,1939,4151,809,69
254,29.58105327,-81.69637409,FL,RURAL,17,78802,5789.814523215177,11596998.49,73.47293879870024,98.0,251.96,1569,1193,2325,7853,632,1010,667,496,520,1118,3158,556,60
255,33.15982288,-86.26323425,AL,RURAL,8,43544,3496.6686719920117,7003827.35,80.30196288792972,240.4,74.8,1159,860,1799,6074,490,711,518,401,412,886,2439,189,9
256,38.02690677,-84.50211315,KY,SUBRURAL,13,316217,5689.98291562656,11397035.78,17.993918466200615,1007.3,45.47,2015,1766,2849,10447,657,1492,925,1436,714,1099,5823,1658,175
257,30.33417964,-81.78534673,FL,SUBRURAL,11,267938,5813.024251377065,11608609.43,21.695408084620567,3903.9,7.55,1912,1557,2681,7935,711,1188,622,904,755,1103,4149,849,351
258,32.46890515,-81.83251123,GA,RURAL,18,127722,6072.8551551551545,12133564.6,47.54744801330354,360.5,137.93,3724,2208,4025,12897,1034,1636,1043,1288,1231,1777,10728,1120,236
259,36.19820971,-82.81323486,TN,SUBRURAL,7,72148,6029.007095808383,12082130.22,83.5644383185727,156.6,125.75,1151,845,1815,7112,523,741,592,540,465,909,2604,371,3
260,36.84389733,-81.509514,VA,RURAL,6,34283,4542.572210578843,9103314.71,132.50217923107203,116.4,120.45,922,722,1463,5060,384,536,409,266,305,740,1912,277,89
261,28.04291245,-82.53920155,FL,URBAN,11,353494,6727.4447273636815,13448162.01,19.031284059598413,2508.4,8.67,1321,1138,2062,5578,447,964,403,629,480,670,2834,917,157
262,33.7410336,-84.7758976,GA,SUBRURAL,5,189363,5360.227257742258,10731174.97,28.306624090990628,800.1,85.94,3302,2658,5249,18390,1253,2405,1321,2007,1151,1917,8277,2895,272
263,31.98835653,-83.70884173,GA,RURAL,16,50276,3305.1414535464537,6616893.19,65.73994457686479,85.8,213.76,1227,959,1749,5719,467,756,458,381,354,775,2157,278,40
264,40.4229162,-79.7940112,PA,URBAN,15,197594,7323.52421184739,14588460.23,37.06349490291907,1449.7,19.62,1436,1234,2328,9272,539,867,679,760,813,1215,3859,1732,805
265,37.70700036,-82.7410331,KY,RURAL,39,66196,5231.808050974513,10468847.91,79.03510863155648,229.9,28.31,363,284,660,2471,191,235,199,127,128,319,879,77,3
266,43.79942236,-83.95158114,MI,SUBRURAL,14,110777,6283.698338323354,12592531.47,56.7238536729046,543.5,71.77,1931,1687,3280,13287,1006,1288,1128,1047,933,1769,5443,552,78
267,27.46663856,-82.53213488,FL,SUBRURAL,17,427777,5810.60976976977,11609598.32,13.583268314495097,2431.1,16.23,2329,1752,3255,12510,921,1359,941,1364,949,1424,4688,1135,107
268,27.00411917,-82.04808233,FL,SUBRURAL,12,194621,8941.289553660983,17828931.37,45.942059457412014,1050.6,11.64,492,563,1313,4888,394,515,372,428,267,732,1254,339,0
269,34.93897613,-88.52356075,MS,RURAL,9,47291,6029.293979031453,12076675.84,127.49347611662795,117.9,232.54,1775,1281,2542,9128,695,1077,718,631,539,1227,3398,156,0
270,38.73056356,-77.50355133,VA,SUBRURAL,18,576625,4746.225994005994,9501944.44,8.23104442923216,2162.2,21.28,2151,1982,3110,9691,790,1556,1001,1260,884,1069,5879,1472,364
271,31.54691308,-91.40960177,MS,RURAL,16,71235,5412.450558882236,10846550.92,75.98021420484643,65.4,445.46,2015,1544,2984,9490,736,1099,759,619,718,1509,3433,216,73
272,42.94212983,-76.61443406,NY,SUBURBAN,18,92665,4593.4912874251495,9205356.54,49.570941427994924,313.8,123.78,2383,1914,3671,12443,924,1474,1019,1011,1118,1801,5526,555,204
273,29.6828959,-82.3808772,FL,RURAL,21,321172,6095.5967998003,12209480.39,18.97922857472102,145.2,126.92,1168,935,1929,5367,518,791,465,434,353,708,2538,159,249
274,30.14938138,-81.77329463,FL,SUBRURAL,8,298532,6630.4484007996,13267527.25,22.21017646617314,1955.7,20.7,1767,1559,3058,9873,743,1239,769,1183,776,1121,4858,1475,25
275,27.29871192,-82.48142354,FL,SUBRURAL,13,221530,6401.067215253387,12757326.96,28.89480980117089,2968.8,6.16,1027,832,1756,6273,389,683,541,550,600,819,2468,667,100
276,41.08528452,-75.34712784,PA,SUBURBAN,33,197236,6291.153892215569,12607472.4,31.89658019943402,450.9,7.5,179,184,275,992,66,120,54,93,88,130,439,44,58
278,33.41173113,-80.80538552,SC,RURAL,23,109737,4878.270864567716,9761420.0,44.4542029084786,213.2,119.54,1816,1370,2537,7629,711,1049,650,616,548,1148,3191,289,16
279,34.45148675,-93.06933238,AR,SUBURBAN,17,160925,6215.480634365635,12443392.23,38.62346207466606,365.9,129.14,2762,2266,4288,16307,1330,1795,1436,1201,1058,2197,6160,704,31
280,35.32666877,-80.101407,NC,RURAL,15,88375,4541.105911133301,9095835.14,51.38450818821274,204.9,138.45,1765,1333,2678,9857,749,1117,775,688,595,1315,3696,228,29
281,34.51138056,-83.25468367,GA,RURAL,10,82459,6100.536102794411,12225474.35,73.98265929485456,139.7,161.2,1330,1018,2125,7914,610,916,655,487,458,1080,3090,396,0
282,34.18911214,-91.98136514,AR,RURAL,7,72495,4167.67187,8335343.74,57.48909400648321,163.9,181.77,1877,1552,2816,9451,831,1101,811,781,819,1411,3890,323,38
283,43.3182552,-86.21572567,MI,SUBURBAN,15,188535,6779.734628057913,13579808.46,35.96008501369991,1029.6,26.45,1749,1464,2487,7803,690,1058,666,610,678,1154,3233,246,94
284,39.45201833,-75.20721333,NJ,SUBRURAL,3,63005,5302.290229540918,10625789.62,84.15665787700844,334.4,147.79,2538,2093,3700,11617,900,1577,933,1247,1092,1396,5711,746,453
285,41.82168892,-79.218738,PA,SUBRURAL,16,41684,4355.328652021966,8723723.29,104.48442212892157,106.4,158.12,1001,828,1643,6080,512,593,522,435,405,861,2486,246,103
286,33.56953217,-79.1503715,SC,URBAN,7,158066,7218.963589615577,14459584.07,45.67056539430097,1981.1,9.81,1029,819,1661,7166,480,691,567,1005,574,746,2401,551,0
287,41.57916456,-86.71052656,IN,RURAL,9,113137,5906.957748377434,11831636.37,52.21066272198692,230.1,195.27,2396,1951,3981,14946,1088,1606,1136,1124,1028,2082,6096,975,61
288,32.6122431,-93.57409865,LA,SUBRURAL,20,198614,5201.468900000001,10402937.8,26.188833113476395,860.2,52.44,2193,1915,3360,11460,808,1527,849,1291,816,1294,5553,918,55
289,32.30699871,-86.25288812,AL,SUBRURAL,18,223510,5166.6534482758625,10338473.55,23.115983393476185,936.5,54.89,2161,2000,3617,12678,790,1655,1064,1557,1120,1469,6301,1735,15
290,28.84347822,-81.66863067,FL,SUBRURAL,9,127915,6515.013695000001,13030027.39,50.93236676699371,1107.3,21.3,1445,1139,2220,7620,550,940,608,685,551,1006,3233,887,57
291,39.942445,-74.20156333,NJ,SUBRURAL,13,230517,6839.770764235765,13693221.07,29.671437526237824,1846.7,15.87,1264,1258,2395,8532,502,893,676,982,968,1004,3442,653,161
292,40.2375843,-85.28695013,IN,SUBRURAL,23,160137,4678.370543912176,9375454.57,29.21480072632918,851.0,34.95,1418,1124,2459,9556,742,951,755,871,640,1199,4825,897,355
293,42.88381491,-85.69370627,MI,URBAN,11,348738,5968.379446107784,11960632.41,17.114221696826224,3719.2,7.51,1582,1254,2630,7719,629,1161,611,678,574,933,3437,374,439
294,41.14190358,-77.49324425,PA,RURAL,13,52963,4721.575541687469,9457315.81,89.14856676712931,61.0,117.7,418,281,654,2567,198,276,190,181,146,363,963,226,2
295,28.03986162,-81.95198377,FL,SUBRURAL,13,373950,6631.1773647294585,13235830.02,17.732791455353546,332.4,91.97,1611,1284,2646,10166,739,1353,767,951,524,1170,3832,593,0
296,30.81833125,-93.38537,LA,RURAL,4,53177,4776.747532532533,9543941.57,89.82732257428086,61.0,417.33,1424,877,2067,8369,635,1048,666,618,375,945,3287,285,11
297,40.3510515,-79.96017975,PA,URBAN,12,199365,5855.900464535464,11723512.73,29.372760838339047,1459.2,12.99,946,785,1740,6507,562,654,605,513,449,878,2769,350,541
298,28.95764929,-81.26805929,FL,SUBRURAL,7,225560,7225.979515,14451959.03,32.03573113583968,1028.2,23.81,1360,1122,2403,8365,687,874,648,635,538,1259,3240,749,85
299,28.43773073,-80.73720473,FL,SUBRURAL,11,249117,5959.894782391196,11913829.67,23.924078976509815,1538.8,13.3,986,868,1779,7150,427,679,555,618,511,914,2733,1157,18
300,31.32656453,-89.36837447,MS,SUBURBAN,17,216485,6106.576071071071,12200938.99,28.2078484471029,447.3,101.78,2181,1835,3217,12541,784,1548,921,1305,922,1464,5879,396,9
301,37.30833459,-79.87012476,VA,URBAN,17,179894,7237.555012481278,14496822.69,40.23233133112432,1391.6,21.86,1683,1400,2723,8874,660,1228,751,803,706,1134,3968,931,225
302,36.31838471,-77.03010386,NC,RURAL,23,51130,3424.0414428357462,6858355.01,66.96736637660368,76.3,137.02,654,459,1073,3520,287,397,293,195,198,582,1285,76,47
303,32.74764764,-96.61402057,TX,URBAN,14,563698,6981.881396303901,13600704.959999999,12.385854475807793,5374.7,12.18,4226,3094,5685,15092,1510,2833,1320,1728,1447,1816,8033,1545,301
304,29.5080565,-81.245324,FL,SUBRURAL,4,118566,7263.559378757514,14498064.52,61.261739273969894,403.5,117.27,2564,1887,3834,18416,1212,1541,1411,2723,1402,1864,5624,1777,74
